"","Player","G","GS","MP","FG","FGA","FG%","2P","2PA","2P%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","school"
"3734","Isaiah Hill",36,36,33,3.6,8.9,0.402,1.9,4.5,0.435,1.6,4.4,0.369,1.3,1.9,0.686,0.3,2.3,2.6,3.3,1,0.2,2.3,2.2,10.1,"https://www.sports-reference.com/cbb/schools/fresno-state/2022.html"
"3735","Anthony Holland",32,32,33.8,3.2,6.8,0.468,1.6,3.1,0.505,1.6,3.7,0.437,1.6,1.9,0.806,1.4,4.8,6.2,1.5,1,0.2,0.6,2,9.6,"https://www.sports-reference.com/cbb/schools/fresno-state/2022.html"
"3736","Jemarl Baker",5,2,24,2.8,8.2,0.341,1.8,3.6,0.5,1,4.6,0.217,2,2.2,0.909,0.2,3.4,3.6,2,1.2,0.2,2,0.8,8.6,"https://www.sports-reference.com/cbb/schools/fresno-state/2022.html"
"3737","Jordan Campbell",36,36,22.9,2.9,6.7,0.43,2.3,4.6,0.5,0.6,2.1,0.276,0.7,1,0.743,0.4,2.6,3.1,1.1,0.7,0.4,1.2,1.9,7.1,"https://www.sports-reference.com/cbb/schools/fresno-state/2022.html"
"3738","Leo Colimerio",36,33,25.3,2.2,3.6,0.595,2,2.9,0.686,0.2,0.7,0.231,0.8,1.1,0.744,1.7,3.1,4.8,1,0.8,0.2,0.9,1.9,5.3,"https://www.sports-reference.com/cbb/schools/fresno-state/2022.html"
"3739","Deon Stroud",28,1,15.9,1.7,5.2,0.324,1.3,2.9,0.444,0.4,2.3,0.172,1.5,1.8,0.82,0.5,1.4,1.9,0.9,0.6,0.1,1,1.3,5.2,"https://www.sports-reference.com/cbb/schools/fresno-state/2022.html"
"3740","Junior Ballard",23,2,18,1.6,4.2,0.381,0.4,0.9,0.5,1.2,3.3,0.351,0.7,0.9,0.714,0.1,1.1,1.3,0.5,0.5,0.1,0.4,1.9,5,"https://www.sports-reference.com/cbb/schools/fresno-state/2022.html"
"3741","Destin Whitaker",26,2,14.2,1,2.2,0.456,0.1,0.3,0.286,0.9,1.9,0.48,0.2,0.3,0.75,0.2,0.4,0.6,0.4,0.3,0,0.4,1.1,3.2,"https://www.sports-reference.com/cbb/schools/fresno-state/2022.html"
"3742","Donavan Yap",30,0,10.2,0.7,2.7,0.272,0.5,1.4,0.341,0.3,1.3,0.2,0.6,0.8,0.72,0.1,0.9,1,0.5,0.4,0,0.7,0.7,2.3,"https://www.sports-reference.com/cbb/schools/fresno-state/2022.html"
"3743","Braxton Meah",32,0,8.1,0.9,1.2,0.784,0.9,1.2,0.784,0,0,NA,0.4,0.9,0.448,0.5,1.7,2.2,0.1,0.1,0.4,0.7,1.3,2.2,"https://www.sports-reference.com/cbb/schools/fresno-state/2022.html"
"3744","Robert Vaihola",22,0,6.9,0.6,0.8,0.765,0.6,0.8,0.765,0,0,NA,0.3,0.8,0.353,0.6,1.4,2,0.2,0,0.2,0.4,0.6,1.5,"https://www.sports-reference.com/cbb/schools/fresno-state/2022.html"
"3745","Kyle Harding",13,0,4.2,0.2,0.5,0.286,0.2,0.4,0.4,0,0.2,0,0.1,0.3,0.25,0,0.5,0.5,0.5,0.2,0,0.2,0.3,0.4,"https://www.sports-reference.com/cbb/schools/fresno-state/2022.html"
"3746","Steven Vasquez",5,0,1.2,0.2,0.6,0.333,0.2,0.6,0.333,0,0,NA,0,0,NA,0,0.4,0.4,0,0,0,0,0.2,0.4,"https://www.sports-reference.com/cbb/schools/fresno-state/2022.html"
